itinerary_id,flight_number,origin_airport,destination_airport,departure_date_time,arrival_date_time,is_self_transfer
18467-2508311640--31722-0-10968-2508311902,8156,YYZ,DFW,2025-08-31 16:40:00,2025-08-31 19:02:00,True
18467-2508310820--31722-0-10968-2508311042,8169,YYZ,DFW,2025-08-31 08:20:00,2025-08-31 10:42:00,True
18467-2508312000--31722-0-10968-2508312222,8130,YYZ,DFW,2025-08-31 20:00:00,2025-08-31 22:22:00,True
18467-2508311100--31722-1-10968-2508311519,3499,YYZ,ORD,2025-08-31 11:00:00,2025-08-31 11:59:00,True
18467-2508311100--31722-1-10968-2508311519,2290,ORD,DFW,2025-08-31 12:45:00,2025-08-31 15:19:00,True
18467-2508310700--31722-1-10968-2508311150,490,YYZ,ORD,2025-08-31 07:00:00,2025-08-31 07:55:00,True
18467-2508310700--31722-1-10968-2508311150,1297,ORD,DFW,2025-08-31 09:18:00,2025-08-31 11:50:00,True
18467-2508311000--31722-1-10968-2508311519,8278,YYZ,ORD,2025-08-31 10:00:00,2025-08-31 10:53:00,True
18467-2508311000--31722-1-10968-2508311519,2290,ORD,DFW,2025-08-31 12:45:00,2025-08-31 15:19:00,True
18467-2508310900--31722-1-10968-2508311519,1538,YYZ,ORD,2025-08-31 09:00:00,2025-08-31 09:55:00,True
18467-2508310900--31722-1-10968-2508311519,2290,ORD,DFW,2025-08-31 12:45:00,2025-08-31 15:19:00,True
18467-2512011820--32573-0-10968-2512012105,1111,YYZ,DFW,2025-12-01 18:20:00,2025-12-01 21:05:00,True
18467-2512011415--32573-0-10968-2512011705,3993,YYZ,DFW,2025-12-01 14:15:00,2025-12-01 17:05:00,True
18467-2512010754--32573-0-10968-2512011054,1169,YYZ,DFW,2025-12-01 07:54:00,2025-12-01 10:54:00,True
18467-2512011330--31679-1-10910-2512011749,7106,YYZ,ATL,2025-12-01 13:30:00,2025-12-01 15:45:00,True
18467-2512011330--32385-1-10910-2512011749,2710,YYZ,ATL,2025-12-01 13:30:00,2025-12-01 15:45:00,True
18467-2512010615--32573-1-10968-2512011046,3524,YYZ,ORD,2025-12-01 06:15:00,2025-12-01 07:30:00,True
18467-2512010615--32573-1-10968-2512011046,2421,ORD,DFW,2025-12-01 08:05:00,2025-12-01 10:46:00,True
18467-2512011800--31679-1-10968-2512020001,6768,YYZ,ATL,2025-12-01 18:00:00,2025-12-01 20:21:00,True
18467-2512011800--31679-1-10968-2512020001,6499,ATL,DFW,2025-12-01 22:45:00,2025-12-02 00:01:00,True
18467-2512011330--31679-1-10968-2512020001,7106,YYZ,ATL,2025-12-01 13:30:00,2025-12-01 15:45:00,True
18467-2512011330--31679-1-10968-2512020001,6499,ATL,DFW,2025-12-01 22:45:00,2025-12-02 00:01:00,True
18467-2512011330--32385-1-10910-2512011749,2710,YYZ,ATL,2025-12-01 13:30:00,2025-12-01 15:45:00,True
18467-2512010745--32385-1-10968-2512011215,2988,YYZ,ATL,2025-12-01 07:45:00,2025-12-01 10:00:00,True
18467-2512010745--32385-1-10968-2512011215,414,ATL,DFW,2025-12-01 11:00:00,2025-12-01 12:15:00,True
18467-2512010615--32385-1-10910-2512011115,2662,YYZ,ATL,2025-12-01 06:15:00,2025-12-01 08:35:00,True
18467-2512011330--32385-1-10968-2512011833,2710,YYZ,ATL,2025-12-01 13:30:00,2025-12-01 15:45:00,True
18467-2512011330--32385-1-10968-2512011833,436,ATL,DFW,2025-12-01 17:15:00,2025-12-01 18:33:00,True
18467-2512011130--32385-1-10968-2512011647,2835,YYZ,ATL,2025-12-01 11:30:00,2025-12-01 13:44:00,True
18467-2512011130--32385-1-10968-2512011647,374,ATL,DFW,2025-12-01 15:30:00,2025-12-01 16:47:00,True
18467-2512011400--32695-0-10968-2512011642,1031,YYZ,DFW,2025-12-01 14:00:00,2025-12-01 16:42:00,True
18467-2512011940--32695-0-10968-2512012222,1033,YYZ,DFW,2025-12-01 19:40:00,2025-12-01 22:22:00,True
18467-2512011820--32573-0-10968-2512012105,1111,YYZ,DFW,2025-12-01 18:20:00,2025-12-01 21:05:00,True
18467-2512011415--32573-0-10968-2512011705,3993,YYZ,DFW,2025-12-01 14:15:00,2025-12-01 17:05:00,True
18467-2512010754--32573-0-10968-2512011054,1169,YYZ,DFW,2025-12-01 07:54:00,2025-12-01 10:54:00,True
18467-2512010900--32695-1-10968-2512011311,5143,YYZ,ORD,2025-12-01 09:00:00,2025-12-01 09:55:00,True
18467-2512010900--32695-1-10968-2512011311,3658,ORD,DFW,2025-12-01 10:45:00,2025-12-01 13:11:00,True
18467-2512011400--32695-1-10968-2512011826,507,YYZ,ORD,2025-12-01 14:00:00,2025-12-01 14:51:00,True
18467-2512011400--32695-1-10968-2512011826,4235,ORD,DFW,2025-12-01 15:52:00,2025-12-01 18:26:00,True
18467-2512010700--32695-1-10968-2512011132,5141,YYZ,ORD,2025-12-01 07:00:00,2025-12-01 07:55:00,True
18467-2512010700--32695-1-10968-2512011132,5186,ORD,DFW,2025-12-01 09:00:00,2025-12-01 11:32:00,True
18467-2512011100--32695-1-10968-2512011554,4408,YYZ,ORD,2025-12-01 11:00:00,2025-12-01 11:59:00,True
18467-2512011100--32695-1-10968-2512011554,4854,ORD,DFW,2025-12-01 13:20:00,2025-12-01 15:54:00,True
18467-2512011730--32695-1-10968-2512012224,4990,YYZ,ORD,2025-12-01 17:30:00,2025-12-01 18:29:00,True
18467-2512011730--32695-1-10968-2512012224,5521,ORD,DFW,2025-12-01 19:50:00,2025-12-01 22:24:00,True
18467-2512011400--31722-0-10968-2512011642,8078,YYZ,DFW,2025-12-01 14:00:00,2025-12-01 16:42:00,True
18467-2512011940--31722-0-10968-2512012222,8130,YYZ,DFW,2025-12-01 19:40:00,2025-12-01 22:22:00,True
18467-2512010900--31722-1-10968-2512011311,1538,YYZ,ORD,2025-12-01 09:00:00,2025-12-01 09:55:00,True
18467-2512010900--31722-1-10968-2512011311,1491,ORD,DFW,2025-12-01 10:45:00,2025-12-01 13:11:00,True
18467-2512010615--32573-1-10968-2512011046,3524,YYZ,ORD,2025-12-01 06:15:00,2025-12-01 07:30:00,True
18467-2512010615--32573-1-10968-2512011046,2421,ORD,DFW,2025-12-01 08:05:00,2025-12-01 10:46:00,True
18467-2512011645--32573-1-10968-2512012140,3608,YYZ,ORD,2025-12-01 16:45:00,2025-12-01 17:45:00,True
18467-2512011645--32573-1-10968-2512012140,3170,ORD,DFW,2025-12-01 18:45:00,2025-12-01 21:40:00,True
18467-2512010615--32385-1-10910-2512011115,2662,YYZ,ATL,2025-12-01 06:15:00,2025-12-01 08:35:00,True
18467-2512011820--32573-1-10968-2512012324,3610,YYZ,ORD,2025-12-01 18:20:00,2025-12-01 19:20:00,True
18467-2512011820--32573-1-10968-2512012324,3297,ORD,DFW,2025-12-01 20:35:00,2025-12-01 23:24:00,True
18467-2512010615--32573-1-10968-2512011257,3524,YYZ,ORD,2025-12-01 06:15:00,2025-12-01 07:30:00,True
18467-2512010615--32573-1-10968-2512011257,1239,ORD,DFW,2025-12-01 10:15:00,2025-12-01 12:57:00,True
18467-2512021820--32573-0-10968-2512022105,1111,YYZ,DFW,2025-12-02 18:20:00,2025-12-02 21:05:00,True
18467-2512021415--32573-0-10968-2512021705,3993,YYZ,DFW,2025-12-02 14:15:00,2025-12-02 17:05:00,True
18467-2512020754--32573-0-10968-2512021054,1169,YYZ,DFW,2025-12-02 07:54:00,2025-12-02 10:54:00,True
18467-2512021330--32385-1-10910-2512021749,2710,YYZ,ATL,2025-12-02 13:30:00,2025-12-02 15:45:00,True
18467-2512021130--32385-1-10968-2512021833,2835,YYZ,ATL,2025-12-02 11:30:00,2025-12-02 13:44:00,True
18467-2512021130--32385-1-10968-2512021833,436,ATL,DFW,2025-12-02 17:15:00,2025-12-02 18:33:00,True
18467-2512021330--32385-1-10910-2512021749,2710,YYZ,ATL,2025-12-02 13:30:00,2025-12-02 15:45:00,True
18467-2512020745--32385-1-10968-2512021215,2988,YYZ,ATL,2025-12-02 07:45:00,2025-12-02 10:00:00,True
18467-2512020745--32385-1-10968-2512021215,414,ATL,DFW,2025-12-02 11:00:00,2025-12-02 12:15:00,True
18467-2512020615--32385-1-10910-2512021115,2662,YYZ,ATL,2025-12-02 06:15:00,2025-12-02 08:35:00,True
18467-2512021330--32385-1-10968-2512021833,2710,YYZ,ATL,2025-12-02 13:30:00,2025-12-02 15:45:00,True
18467-2512021330--32385-1-10968-2512021833,436,ATL,DFW,2025-12-02 17:15:00,2025-12-02 18:33:00,True
18467-2512021130--32385-1-10968-2512021647,2835,YYZ,ATL,2025-12-02 11:30:00,2025-12-02 13:44:00,True
18467-2512021130--32385-1-10968-2512021647,374,ATL,DFW,2025-12-02 15:30:00,2025-12-02 16:47:00,True
18467-2512021400--32695-0-10968-2512021642,1031,YYZ,DFW,2025-12-02 14:00:00,2025-12-02 16:42:00,True
18467-2512021940--32695-0-10968-2512022222,1033,YYZ,DFW,2025-12-02 19:40:00,2025-12-02 22:22:00,True
18467-2512021820--32573-0-10968-2512022105,1111,YYZ,DFW,2025-12-02 18:20:00,2025-12-02 21:05:00,True
18467-2512021415--32573-0-10968-2512021705,3993,YYZ,DFW,2025-12-02 14:15:00,2025-12-02 17:05:00,True
18467-2512020754--32573-0-10968-2512021054,1169,YYZ,DFW,2025-12-02 07:54:00,2025-12-02 10:54:00,True
18467-2512020900--32695-1-10968-2512021311,5143,YYZ,ORD,2025-12-02 09:00:00,2025-12-02 09:55:00,True
18467-2512020900--32695-1-10968-2512021311,3658,ORD,DFW,2025-12-02 10:45:00,2025-12-02 13:11:00,True
18467-2512021400--32695-1-10968-2512021826,507,YYZ,ORD,2025-12-02 14:00:00,2025-12-02 14:51:00,True
18467-2512021400--32695-1-10968-2512021826,4235,ORD,DFW,2025-12-02 15:52:00,2025-12-02 18:26:00,True
18467-2512020700--32695-1-10968-2512021132,5141,YYZ,ORD,2025-12-02 07:00:00,2025-12-02 07:55:00,True
18467-2512020700--32695-1-10968-2512021132,5186,ORD,DFW,2025-12-02 09:00:00,2025-12-02 11:32:00,True
18467-2512021100--32695-1-10968-2512021554,4408,YYZ,ORD,2025-12-02 11:00:00,2025-12-02 11:59:00,True
18467-2512021100--32695-1-10968-2512021554,4854,ORD,DFW,2025-12-02 13:20:00,2025-12-02 15:54:00,True
18467-2512021500--32695-1-10968-2512022224,5137,YYZ,ORD,2025-12-02 15:00:00,2025-12-02 15:55:00,True
18467-2512021500--32695-1-10968-2512022224,5521,ORD,DFW,2025-12-02 19:50:00,2025-12-02 22:24:00,True
18467-2512021400--31722-0-10968-2512021642,8078,YYZ,DFW,2025-12-02 14:00:00,2025-12-02 16:42:00,True
18467-2512021940--31722-0-10968-2512022222,8130,YYZ,DFW,2025-12-02 19:40:00,2025-12-02 22:22:00,True
18467-2512020615--32573-1-10968-2512021046,3524,YYZ,ORD,2025-12-02 06:15:00,2025-12-02 07:30:00,True
18467-2512020615--32573-1-10968-2512021046,2421,ORD,DFW,2025-12-02 08:05:00,2025-12-02 10:46:00,True
18467-2512021645--32573-1-10968-2512022140,3608,YYZ,ORD,2025-12-02 16:45:00,2025-12-02 17:45:00,True
18467-2512021645--32573-1-10968-2512022140,3170,ORD,DFW,2025-12-02 18:45:00,2025-12-02 21:40:00,True
18467-2512021820--32573-1-10968-2512022324,3610,YYZ,ORD,2025-12-02 18:20:00,2025-12-02 19:20:00,True
18467-2512021820--32573-1-10968-2512022324,3297,ORD,DFW,2025-12-02 20:35:00,2025-12-02 23:24:00,True
18467-2512021137--32573-1-10968-2512021713,3604,YYZ,ORD,2025-12-02 11:37:00,2025-12-02 12:37:00,True
18467-2512021137--32573-1-10968-2512021713,2999,ORD,DFW,2025-12-02 14:25:00,2025-12-02 17:13:00,True
18467-2512031635--32573-0-10968-2512031915,1111,YYZ,DFW,2025-12-03 16:35:00,2025-12-03 19:15:00,True
18467-2512031415--32573-0-10968-2512031705,3993,YYZ,DFW,2025-12-03 14:15:00,2025-12-03 17:05:00,True
18467-2512030759--32573-0-10968-2512031054,1169,YYZ,DFW,2025-12-03 07:59:00,2025-12-03 10:54:00,True
18467-2512030945--32385-2-10968-2512031647,374,ATL,DFW,2025-12-03 15:30:00,2025-12-03 16:47:00,True
18467-2512030645--32385-2-10968-2512031421,921,ATL,DFW,2025-12-03 13:08:00,2025-12-03 14:21:00,True
18467-2512031330--32385-1-10910-2512031749,2710,YYZ,ATL,2025-12-03 13:30:00,2025-12-03 15:45:00,True
18467-2512030745--32385-1-10968-2512031215,2988,YYZ,ATL,2025-12-03 07:45:00,2025-12-03 10:00:00,True
18467-2512030745--32385-1-10968-2512031215,414,ATL,DFW,2025-12-03 11:00:00,2025-12-03 12:15:00,True
18467-2512030615--32385-1-10910-2512031115,2662,YYZ,ATL,2025-12-03 06:15:00,2025-12-03 08:35:00,True
18467-2512031330--32385-1-10968-2512031833,2710,YYZ,ATL,2025-12-03 13:30:00,2025-12-03 15:45:00,True
18467-2512031330--32385-1-10968-2512031833,436,ATL,DFW,2025-12-03 17:15:00,2025-12-03 18:33:00,True
18467-2512031130--32385-1-10968-2512031647,2835,YYZ,ATL,2025-12-03 11:30:00,2025-12-03 13:44:00,True
18467-2512031130--32385-1-10968-2512031647,374,ATL,DFW,2025-12-03 15:30:00,2025-12-03 16:47:00,True
18467-2512031635--32573-0-10968-2512031915,1111,YYZ,DFW,2025-12-03 16:35:00,2025-12-03 19:15:00,True
18467-2512031400--32695-0-10968-2512031642,1031,YYZ,DFW,2025-12-03 14:00:00,2025-12-03 16:42:00,True
18467-2512031940--32695-0-10968-2512032222,1033,YYZ,DFW,2025-12-03 19:40:00,2025-12-03 22:22:00,True
18467-2512031415--32573-0-10968-2512031705,3993,YYZ,DFW,2025-12-03 14:15:00,2025-12-03 17:05:00,True
18467-2512030759--32573-0-10968-2512031054,1169,YYZ,DFW,2025-12-03 07:59:00,2025-12-03 10:54:00,True
18467-2512030900--32695-1-10968-2512031311,5143,YYZ,ORD,2025-12-03 09:00:00,2025-12-03 09:55:00,True
18467-2512030900--32695-1-10968-2512031311,3658,ORD,DFW,2025-12-03 10:45:00,2025-12-03 13:11:00,True
18467-2512031400--32695-1-10968-2512031826,507,YYZ,ORD,2025-12-03 14:00:00,2025-12-03 14:51:00,True
18467-2512031400--32695-1-10968-2512031826,4235,ORD,DFW,2025-12-03 15:52:00,2025-12-03 18:26:00,True
18467-2512030800--32695-1-10968-2512031311,501,YYZ,ORD,2025-12-03 08:00:00,2025-12-03 08:57:00,True
18467-2512030800--32695-1-10968-2512031311,3658,ORD,DFW,2025-12-03 10:45:00,2025-12-03 13:11:00,True
18467-2512031000--32695-1-10968-2512031554,8903,YYZ,ORD,2025-12-03 10:00:00,2025-12-03 10:58:00,True
18467-2512031000--32695-1-10968-2512031554,4854,ORD,DFW,2025-12-03 13:20:00,2025-12-03 15:54:00,True
18390-2512031525--32695-1-10968-2512032224,7968,YTZ,YUL,2025-12-03 15:25:00,2025-12-03 16:40:00,True
18390-2512031525--32695-1-10968-2512032224,8813,YUL,DFW,2025-12-03 18:50:00,2025-12-03 22:24:00,True
18467-2512031400--31722-0-10968-2512031642,8078,YYZ,DFW,2025-12-03 14:00:00,2025-12-03 16:42:00,True
18467-2512031940--31722-0-10968-2512032222,8130,YYZ,DFW,2025-12-03 19:40:00,2025-12-03 22:22:00,True
18467-2512031137--32573-1-10968-2512031554,3604,YYZ,ORD,2025-12-03 11:37:00,2025-12-03 12:37:00,True
18467-2512031137--32573-1-10968-2512031554,1893,ORD,DFW,2025-12-03 13:15:00,2025-12-03 15:54:00,True
18467-2512030615--32573-1-10968-2512031043,3524,YYZ,ORD,2025-12-03 06:15:00,2025-12-03 07:30:00,True
18467-2512030615--32573-1-10968-2512031043,3102,ORD,DFW,2025-12-03 08:05:00,2025-12-03 10:43:00,True
18467-2512031305--32573-1-10968-2512031753,3606,YYZ,ORD,2025-12-03 13:05:00,2025-12-03 14:05:00,True
18467-2512031305--32573-1-10968-2512031753,1401,ORD,DFW,2025-12-03 15:15:00,2025-12-03 17:53:00,True
18467-2512030615--32385-1-10910-2512031115,2662,YYZ,ATL,2025-12-03 06:15:00,2025-12-03 08:35:00,True
18467-2512041635--32573-0-10968-2512041915,1111,YYZ,DFW,2025-12-04 16:35:00,2025-12-04 19:15:00,True
18467-2512041415--32573-0-10968-2512041705,3993,YYZ,DFW,2025-12-04 14:15:00,2025-12-04 17:05:00,True
18467-2512040759--32573-0-10968-2512041054,1169,YYZ,DFW,2025-12-04 07:59:00,2025-12-04 10:54:00,True
18467-2512041137--32573-1-10968-2512041554,3604,YYZ,ORD,2025-12-04 11:37:00,2025-12-04 12:37:00,True
18467-2512041137--32573-1-10968-2512041554,1893,ORD,DFW,2025-12-04 13:15:00,2025-12-04 15:54:00,True
18467-2512040615--32385-1-10910-2512041115,2662,YYZ,ATL,2025-12-04 06:15:00,2025-12-04 08:35:00,True
18467-2512040615--32385-1-10968-2512041215,2662,YYZ,ATL,2025-12-04 06:15:00,2025-12-04 08:35:00,True
18467-2512040615--32385-1-10968-2512041215,414,ATL,DFW,2025-12-04 11:00:00,2025-12-04 12:15:00,True
18467-2512041130--32385-1-10968-2512041833,2835,YYZ,ATL,2025-12-04 11:30:00,2025-12-04 13:44:00,True
18467-2512041130--32385-1-10968-2512041833,436,ATL,DFW,2025-12-04 17:15:00,2025-12-04 18:33:00,True
18467-2512041330--32385-1-10910-2512041749,2710,YYZ,ATL,2025-12-04 13:30:00,2025-12-04 15:45:00,True
18467-2512040745--32385-1-10968-2512041215,2988,YYZ,ATL,2025-12-04 07:45:00,2025-12-04 10:00:00,True
18467-2512040745--32385-1-10968-2512041215,414,ATL,DFW,2025-12-04 11:00:00,2025-12-04 12:15:00,True
18467-2512040615--32385-1-10910-2512041115,2662,YYZ,ATL,2025-12-04 06:15:00,2025-12-04 08:35:00,True
18467-2512041330--32385-1-10968-2512041833,2710,YYZ,ATL,2025-12-04 13:30:00,2025-12-04 15:45:00,True
18467-2512041330--32385-1-10968-2512041833,436,ATL,DFW,2025-12-04 17:15:00,2025-12-04 18:33:00,True
18467-2512041635--32573-0-10968-2512041915,1111,YYZ,DFW,2025-12-04 16:35:00,2025-12-04 19:15:00,True
18467-2512041400--32695-0-10968-2512041642,1031,YYZ,DFW,2025-12-04 14:00:00,2025-12-04 16:42:00,True
18467-2512041940--32695-0-10968-2512042222,1033,YYZ,DFW,2025-12-04 19:40:00,2025-12-04 22:22:00,True
18467-2512041415--32573-0-10968-2512041705,3993,YYZ,DFW,2025-12-04 14:15:00,2025-12-04 17:05:00,True
18467-2512040759--32573-0-10968-2512041054,1169,YYZ,DFW,2025-12-04 07:59:00,2025-12-04 10:54:00,True
18467-2512040900--32695-1-10968-2512041311,5143,YYZ,ORD,2025-12-04 09:00:00,2025-12-04 09:55:00,True
18467-2512040900--32695-1-10968-2512041311,3658,ORD,DFW,2025-12-04 10:45:00,2025-12-04 13:11:00,True
18467-2512041400--32695-1-10968-2512041826,507,YYZ,ORD,2025-12-04 14:00:00,2025-12-04 14:51:00,True
18467-2512041400--32695-1-10968-2512041826,4235,ORD,DFW,2025-12-04 15:52:00,2025-12-04 18:26:00,True
18467-2512041100--32695-1-10968-2512041554,4408,YYZ,ORD,2025-12-04 11:00:00,2025-12-04 11:59:00,True
18467-2512041100--32695-1-10968-2512041554,4854,ORD,DFW,2025-12-04 13:20:00,2025-12-04 15:54:00,True
18467-2512041000--32695-1-10968-2512041554,8903,YYZ,ORD,2025-12-04 10:00:00,2025-12-04 10:58:00,True
18467-2512041000--32695-1-10968-2512041554,4854,ORD,DFW,2025-12-04 13:20:00,2025-12-04 15:54:00,True
18390-2512041525--32695-1-10968-2512042224,7968,YTZ,YUL,2025-12-04 15:25:00,2025-12-04 16:40:00,True
18390-2512041525--32695-1-10968-2512042224,8813,YUL,DFW,2025-12-04 18:50:00,2025-12-04 22:24:00,True
18467-2512041400--31722-0-10968-2512041642,8078,YYZ,DFW,2025-12-04 14:00:00,2025-12-04 16:42:00,True
18467-2512041940--31722-0-10968-2512042222,8130,YYZ,DFW,2025-12-04 19:40:00,2025-12-04 22:22:00,True
18467-2512041137--32573-1-10968-2512041554,3604,YYZ,ORD,2025-12-04 11:37:00,2025-12-04 12:37:00,True
18467-2512041137--32573-1-10968-2512041554,1893,ORD,DFW,2025-12-04 13:15:00,2025-12-04 15:54:00,True
18467-2512041820--32573-1-10968-2512042344,3610,YYZ,ORD,2025-12-04 18:20:00,2025-12-04 19:20:00,True
18467-2512041820--32573-1-10968-2512042344,3297,ORD,DFW,2025-12-04 21:04:00,2025-12-04 23:44:00,True
18467-2512040615--32573-1-10968-2512041146,3524,YYZ,ORD,2025-12-04 06:15:00,2025-12-04 07:30:00,True
18467-2512040615--32573-1-10968-2512041146,1914,ORD,DFW,2025-12-04 09:05:00,2025-12-04 11:46:00,True
18467-2512041305--32573-1-10968-2512041919,3606,YYZ,ORD,2025-12-04 13:05:00,2025-12-04 14:05:00,True
18467-2512041305--32573-1-10968-2512041919,2862,ORD,DFW,2025-12-04 16:45:00,2025-12-04 19:19:00,True
18467-2512051635--32573-0-10968-2512051915,1111,YYZ,DFW,2025-12-05 16:35:00,2025-12-05 19:15:00,True
18467-2512051415--32573-0-10968-2512051705,3993,YYZ,DFW,2025-12-05 14:15:00,2025-12-05 17:05:00,True
18467-2512050759--32573-0-10968-2512051054,1169,YYZ,DFW,2025-12-05 07:59:00,2025-12-05 10:54:00,True
18467-2512051137--32573-1-10968-2512051554,3604,YYZ,ORD,2025-12-05 11:37:00,2025-12-05 12:37:00,True
18467-2512051137--32573-1-10968-2512051554,1893,ORD,DFW,2025-12-05 13:15:00,2025-12-05 15:54:00,True
18467-2512050615--32385-1-10910-2512051115,2662,YYZ,ATL,2025-12-05 06:15:00,2025-12-05 08:35:00,True
18467-2512050615--32385-1-10968-2512051215,2662,YYZ,ATL,2025-12-05 06:15:00,2025-12-05 08:35:00,True
18467-2512050615--32385-1-10968-2512051215,414,ATL,DFW,2025-12-05 11:00:00,2025-12-05 12:15:00,True
18467-2512051330--32385-1-10910-2512051749,2710,YYZ,ATL,2025-12-05 13:30:00,2025-12-05 15:45:00,True
18467-2512050745--32385-1-10968-2512051215,2988,YYZ,ATL,2025-12-05 07:45:00,2025-12-05 10:00:00,True
18467-2512050745--32385-1-10968-2512051215,414,ATL,DFW,2025-12-05 11:00:00,2025-12-05 12:15:00,True
18467-2512050615--32385-1-10910-2512051115,2662,YYZ,ATL,2025-12-05 06:15:00,2025-12-05 08:35:00,True
18467-2512051330--32385-1-10968-2512051833,2710,YYZ,ATL,2025-12-05 13:30:00,2025-12-05 15:45:00,True
18467-2512051330--32385-1-10968-2512051833,436,ATL,DFW,2025-12-05 17:15:00,2025-12-05 18:33:00,True
18467-2512051800--32385-1-10910-2512052338,2714,YYZ,ATL,2025-12-05 18:00:00,2025-12-05 20:21:00,True
18467-2512051635--32573-0-10968-2512051915,1111,YYZ,DFW,2025-12-05 16:35:00,2025-12-05 19:15:00,True
18467-2512051400--32695-0-10968-2512051642,1031,YYZ,DFW,2025-12-05 14:00:00,2025-12-05 16:42:00,True
18467-2512051940--32695-0-10968-2512052222,1033,YYZ,DFW,2025-12-05 19:40:00,2025-12-05 22:22:00,True
18467-2512051415--32573-0-10968-2512051705,3993,YYZ,DFW,2025-12-05 14:15:00,2025-12-05 17:05:00,True
18467-2512050759--32573-0-10968-2512051054,1169,YYZ,DFW,2025-12-05 07:59:00,2025-12-05 10:54:00,True
18467-2512050900--32695-1-10968-2512051311,5143,YYZ,ORD,2025-12-05 09:00:00,2025-12-05 09:55:00,True
18467-2512050900--32695-1-10968-2512051311,3658,ORD,DFW,2025-12-05 10:45:00,2025-12-05 13:11:00,True
18467-2512051400--32695-1-10968-2512051826,507,YYZ,ORD,2025-12-05 14:00:00,2025-12-05 14:51:00,True
18467-2512051400--32695-1-10968-2512051826,4235,ORD,DFW,2025-12-05 15:52:00,2025-12-05 18:26:00,True
18467-2512051100--32695-1-10968-2512051554,4408,YYZ,ORD,2025-12-05 11:00:00,2025-12-05 11:59:00,True
18467-2512051100--32695-1-10968-2512051554,4854,ORD,DFW,2025-12-05 13:20:00,2025-12-05 15:54:00,True
18467-2512051000--32695-1-10968-2512051554,8903,YYZ,ORD,2025-12-05 10:00:00,2025-12-05 10:58:00,True
18467-2512051000--32695-1-10968-2512051554,4854,ORD,DFW,2025-12-05 13:20:00,2025-12-05 15:54:00,True
18390-2512051525--32695-1-10968-2512052224,7968,YTZ,YUL,2025-12-05 15:25:00,2025-12-05 16:40:00,True
18390-2512051525--32695-1-10968-2512052224,8813,YUL,DFW,2025-12-05 18:50:00,2025-12-05 22:24:00,True
18467-2512051400--31722-0-10968-2512051642,8078,YYZ,DFW,2025-12-05 14:00:00,2025-12-05 16:42:00,True
18467-2512051940--31722-0-10968-2512052222,8130,YYZ,DFW,2025-12-05 19:40:00,2025-12-05 22:22:00,True
18467-2512050615--32573-1-10968-2512051043,3524,YYZ,ORD,2025-12-05 06:15:00,2025-12-05 07:30:00,True
18467-2512050615--32573-1-10968-2512051043,3102,ORD,DFW,2025-12-05 08:05:00,2025-12-05 10:43:00,True
18467-2512051305--32573-1-10968-2512051919,3606,YYZ,ORD,2025-12-05 13:05:00,2025-12-05 14:05:00,True
18467-2512051305--32573-1-10968-2512051919,2862,ORD,DFW,2025-12-05 16:45:00,2025-12-05 19:19:00,True
18467-2512051137--32573-1-10968-2512051919,3604,YYZ,ORD,2025-12-05 11:37:00,2025-12-05 12:37:00,True
18467-2512051137--32573-1-10968-2512051919,2862,ORD,DFW,2025-12-05 16:45:00,2025-12-05 19:19:00,True
18467-2512061635--32573-0-10968-2512061915,1111,YYZ,DFW,2025-12-06 16:35:00,2025-12-06 19:15:00,True
18467-2512061415--32573-0-10968-2512061705,3993,YYZ,DFW,2025-12-06 14:15:00,2025-12-06 17:05:00,True
18467-2512060759--32573-0-10968-2512061054,1169,YYZ,DFW,2025-12-06 07:59:00,2025-12-06 10:54:00,True
18467-2512060615--32385-1-10968-2512061215,2662,YYZ,ATL,2025-12-06 06:15:00,2025-12-06 08:35:00,True
18467-2512060615--32385-1-10968-2512061215,414,ATL,DFW,2025-12-06 11:00:00,2025-12-06 12:15:00,True
18467-2512060945--32385-2-10968-2512061647,374,ATL,DFW,2025-12-06 15:30:00,2025-12-06 16:47:00,True
18467-2512060745--32385-1-10910-2512061459,2988,YYZ,ATL,2025-12-06 07:45:00,2025-12-06 10:00:00,True
18467-2512061330--32385-1-10910-2512061749,2710,YYZ,ATL,2025-12-06 13:30:00,2025-12-06 15:45:00,True
18467-2512060745--32385-1-10968-2512061215,2988,YYZ,ATL,2025-12-06 07:45:00,2025-12-06 10:00:00,True
18467-2512060745--32385-1-10968-2512061215,414,ATL,DFW,2025-12-06 11:00:00,2025-12-06 12:15:00,True
18467-2512060615--32385-1-10910-2512061115,2662,YYZ,ATL,2025-12-06 06:15:00,2025-12-06 08:35:00,True
18467-2512061330--32385-1-10968-2512061833,2710,YYZ,ATL,2025-12-06 13:30:00,2025-12-06 15:45:00,True
18467-2512061330--32385-1-10968-2512061833,436,ATL,DFW,2025-12-06 17:15:00,2025-12-06 18:33:00,True
18467-2512061130--32385-1-10968-2512061647,2835,YYZ,ATL,2025-12-06 11:30:00,2025-12-06 13:44:00,True
18467-2512061130--32385-1-10968-2512061647,374,ATL,DFW,2025-12-06 15:30:00,2025-12-06 16:47:00,True
18467-2512061635--32573-0-10968-2512061915,1111,YYZ,DFW,2025-12-06 16:35:00,2025-12-06 19:15:00,True
18467-2512061415--32573-0-10968-2512061705,3993,YYZ,DFW,2025-12-06 14:15:00,2025-12-06 17:05:00,True
