itinerary_id,price,flight_number,departure_time,arrival_time,number_of_stops,marketing_airline,operating_airline,is_self_transfer,Score,depart_date,depart_time,arrival_date,arrival_time_only,duration_in_hrs,origin_airport,destination_airport,flight_id,cabin_class_id
18467-2508192000--31722-0-10968-2508192222,C$599,8130,2025-08-19 20:00,2025-08-19 22:22,0,United,Air Canada,False,0.753768,2025-08-19,20:00:00,2025-08-19,22:22:00,3.37,YYZ,DFW,FL8130,cc4
18467-2508190820--31722-0-10968-2508191042,C$846,8169,2025-08-19 8:20,2025-08-19 10:42,0,United,Air Canada,False,0.488135,2025-08-19,8:20:00,2025-08-19,10:42:00,3.37,YYZ,DFW,FL8169,cc4
18467-2508191500--32573-1-10968-2508191900,C$582,3608,2025-08-19 15:00,2025-08-19 15:55,1,American Airlines,Envoy Air,False,0.58229,2025-08-19,15:00:00,2025-08-19,15:55:00,1.92,YYZ,ORD,FL3608,cc4
18467-2508191500--32573-1-10968-2508191900,C$582,2346,2025-08-19 16:33,2025-08-19 19:00,1,American Airlines,American Airlines,False,0.58229,2025-08-19,16:33:00,2025-08-19,19:00:00,2.45,ORD,DFW,FL2346,cc4
18467-2508190630--32573-1-10968-2508191122,C$694,3524,2025-08-19 6:30,2025-08-19 7:25,1,American Airlines,Envoy Air,False,0.360638,2025-08-19,6:30:00,2025-08-19,7:25:00,1.92,YYZ,ORD,FL3524,cc4
18467-2508190630--32573-1-10968-2508191122,C$694,1555,2025-08-19 8:49,2025-08-19 11:22,1,American Airlines,American Airlines,False,0.360638,2025-08-19,8:49:00,2025-08-19,11:22:00,2.55,ORD,DFW,FL1555,cc4
18467-2508191300--31722-1-10968-2508191826,C$620,3605,2025-08-19 13:00,2025-08-19 14:03,1,American Airlines,PSA Airlines AS American Eagle,False,0.360148,2025-08-19,13:00:00,2025-08-19,14:03:00,2.05,YYZ,ORD,FL3605,cc4
18467-2508191300--31722-1-10968-2508191826,C$620,793,2025-08-19 15:52,2025-08-19 18:26,1,American Airlines,American Airlines,False,0.360148,2025-08-19,15:52:00,2025-08-19,18:26:00,2.57,ORD,DFW,FL793,cc4
18467-2508191320--32573-1-10968-2508191900,C$582,4770,2025-08-19 13:20,2025-08-19 14:14,1,American Airlines,PSA Airlines AS American Eagle,False,0.411174,2025-08-19,13:20:00,2025-08-19,14:14:00,1.9,YYZ,ORD,FL4770,cc4
18467-2508191320--32573-1-10968-2508191900,C$582,2346,2025-08-19 16:33,2025-08-19 19:00,1,American Airlines,American Airlines,False,0.411174,2025-08-19,16:33:00,2025-08-19,19:00:00,2.45,ORD,DFW,FL2346,cc4
18467-2508191130--32573-1-10968-2508191711,C$582,3604,2025-08-19 11:30,2025-08-19 12:25,1,American Airlines,Piedmont Airlines,False,0.433179,2025-08-19,11:30:00,2025-08-19,12:25:00,1.92,YYZ,ORD,FL3604,cc4
18467-2508191130--32573-1-10968-2508191711,C$582,2257,2025-08-19 14:46,2025-08-19 17:11,1,American Airlines,American Airlines,False,0.433179,2025-08-19,14:46:00,2025-08-19,17:11:00,2.42,ORD,DFW,FL2257,cc4
18467-2508200839--32573-0-10968-2508201054,C$431,1169,2025-08-20 8:39,2025-08-20 10:54,0,American Airlines,Envoy Air,False,0.81839,2025-08-20,8:39:00,2025-08-20,10:54:00,3.25,YYZ,DFW,FL1169,cc1
18467-2508201445--32573-0-10968-2508201705,C$431,1993,2025-08-20 14:45,2025-08-20 17:05,0,American Airlines,American Airlines,False,0.999,2025-08-20,14:45:00,2025-08-20,17:05:00,3.33,YYZ,DFW,FL1993,cc1
18467-2508201845--32573-0-10968-2508202105,C$431,1111,2025-08-20 18:45,2025-08-20 21:05,0,American Airlines,PSA Airlines AS American Eagle,False,0.69031,2025-08-20,18:45:00,2025-08-20,21:05:00,3.33,YYZ,DFW,FL1111,cc1
18467-2508200820--31722-0-10968-2508201042,C$431,8169,2025-08-20 8:20,2025-08-20 10:42,0,American Airlines,American Airlines,False,0.539283,2025-08-20,8:20:00,2025-08-20,10:42:00,3.37,YYZ,DFW,FL8169,cc1
18467-2508201640--31722-0-10968-2508201902,C$431,8156,2025-08-20 16:40,2025-08-20 19:02,0,American Airlines,Piedmont Airlines,False,0.538658,2025-08-20,16:40:00,2025-08-20,19:02:00,3.37,YYZ,DFW,FL8156,cc1
18467-2508202000--31722-0-10968-2508202222,C$431,8130,2025-08-20 20:00,2025-08-20 22:22,0,American Airlines,American Airlines,False,0.514023,2025-08-20,20:00:00,2025-08-20,22:22:00,3.37,YYZ,DFW,FL8130,cc1
18467-2508201130--32385-1-10968-2508201647,C$440,2835,2025-08-20 11:30,2025-08-20 13:44,1,United,Air Canada,False,0.471381,2025-08-20,11:30:00,2025-08-20,13:44:00,2.23,YYZ,ATL,FL2835,cc1
18467-2508201130--32385-1-10968-2508201647,C$440,374,2025-08-20 15:30,2025-08-20 16:47,1,United,Air Canada,False,0.471381,2025-08-20,15:30:00,2025-08-20,16:47:00,2.28,ATL,DFW,FL374,cc1
18467-2508200600--32385-1-10968-2508201015,C$608,2662,2025-08-20 6:00,2025-08-20 8:20,1,American Airlines,American Airlines,False,0.61667,2025-08-20,6:00:00,2025-08-20,8:20:00,2.33,YYZ,ATL,FL2662,cc2
18467-2508200600--32385-1-10968-2508201015,C$608,961,2025-08-20 9:00,2025-08-20 10:15,1,American Airlines,American Airlines,False,0.61667,2025-08-20,9:00:00,2025-08-20,10:15:00,2.25,ATL,DFW,FL961,cc2
18467-2508201320--32385-1-10910-2508201749,C$608,2710,2025-08-20 13:20,2025-08-20 15:37,1,American Airlines,American Airlines,False,0.855543,2025-08-20,13:20:00,2025-08-20,15:37:00,2.28,YYZ,ATL,FL2710,cc2
18467-2508200745--32385-1-10968-2508201215,C$608,2988,2025-08-20 7:45,2025-08-20 10:00,1,United,United,False,0.604149,2025-08-20,7:45:00,2025-08-20,10:00:00,2.25,YYZ,ATL,FL2988,cc2
18467-2508200745--32385-1-10968-2508201215,C$608,414,2025-08-20 11:00,2025-08-20 12:15,1,United,United,False,0.604149,2025-08-20,11:00:00,2025-08-20,12:15:00,2.25,ATL,DFW,FL414,cc2
18467-2508200745--32385-1-10968-2508201215,C$608,414,2025-08-20 11:00,2025-08-20 12:15,1,United,United,False,0.604149,2025-08-20,11:00:00,2025-08-20,12:15:00,2.25,YYZ,YUL,FL414,cc2
18467-2508201855--32385-1-10910-2508202338,C$608,2714,2025-08-20 18:55,2025-08-20 21:16,1,Delta,Delta,False,0.591208,2025-08-20,18:55:00,2025-08-20,21:16:00,2.35,YYZ,ATL,FL2714,cc2
18467-2508201710--32385-1-10968-2508202211,C$608,1053,2025-08-20 17:10,2025-08-20 19:27,1,Delta,Delta,False,0.577384,2025-08-20,17:10:00,2025-08-20,19:27:00,2.28,YYZ,ATL,FL1053,cc2
18467-2508201710--32385-1-10968-2508202211,C$608,31,2025-08-20 20:55,2025-08-20 22:11,1,Delta,Delta,False,0.577384,2025-08-20,20:55:00,2025-08-20,22:11:00,2.27,ATL,DFW,FL31,cc2
18467-2508201855--32385-1-10968-2508210001,C$608,2714,2025-08-20 18:55,2025-08-20 21:16,1,Delta,Delta,False,0.574585,2025-08-20,18:55:00,2025-08-20,21:16:00,2.35,YYZ,ATL,FL2714,cc2
18467-2508201855--32385-1-10968-2508210001,C$608,818,2025-08-20 22:45,2025-08-21 0:01,1,United,United,False,0.574585,2025-08-20,22:45:00,2025-08-21,0:01:00,2.27,ATL,DFW,FL818,cc2
18467-2508201320--32385-1-10968-2508201833,C$608,2710,2025-08-20 13:20,2025-08-20 15:37,1,United,United,False,0.574653,2025-08-20,13:20:00,2025-08-20,15:37:00,2.28,YYZ,ATL,FL2710,cc2
18467-2508201320--32385-1-10968-2508201833,C$608,436,2025-08-20 17:15,2025-08-20 18:33,1,United,United,False,0.574653,2025-08-20,17:15:00,2025-08-20,18:33:00,2.3,ATL,DFW,FL436,cc2
18467-2508201130--32385-1-10968-2508201647,C$608,2835,2025-08-20 11:30,2025-08-20 13:44,1,United,United,False,0.579983,2025-08-20,11:30:00,2025-08-20,13:44:00,2.23,YYZ,ATL,FL2835,cc2
18467-2508201130--32385-1-10968-2508201647,C$608,374,2025-08-20 15:30,2025-08-20 16:47,1,Delta,Delta,False,0.579983,2025-08-20,15:30:00,2025-08-20,16:47:00,2.28,ATL,DFW,FL374,cc2
18467-2508200839--32573-0-10968-2508201054,C$560,1169,2025-08-20 8:39,2025-08-20 10:54,0,Delta,Delta,False,0.794837,2025-08-20,8:39:00,2025-08-20,10:54:00,3.25,YYZ,DFW,FL1169,cc3
18467-2508201445--32573-0-10968-2508201705,C$560,1993,2025-08-20 14:45,2025-08-20 17:05,0,Delta,Delta,False,0.999,2025-08-20,14:45:00,2025-08-20,17:05:00,3.33,YYZ,DFW,FL1993,cc3
18467-2508201845--32573-0-10968-2508202105,C$560,1111,2025-08-20 18:45,2025-08-20 21:05,0,Delta,Delta,False,0.647418,2025-08-20,18:45:00,2025-08-20,21:05:00,3.33,YYZ,DFW,FL1111,cc3
18467-2508200820--32695-0-10968-2508201042,C$598,1031,2025-08-20 8:20,2025-08-20 10:42,0,Delta,Delta,False,0.444499,2025-08-20,8:20:00,2025-08-20,10:42:00,3.37,YYZ,DFW,FL1031,cc3
18467-2508201640--32695-0-10968-2508201902,C$598,1029,2025-08-20 16:40,2025-08-20 19:02,0,Delta,Delta,False,0.443712,2025-08-20,16:40:00,2025-08-20,19:02:00,3.37,YYZ,DFW,FL1029,cc3
18467-2508202000--32695-0-10968-2508202222,C$598,1033,2025-08-20 20:00,2025-08-20 22:22,0,Delta,Endeavor Air,False,0.421899,2025-08-20,20:00:00,2025-08-20,22:22:00,3.37,YYZ,DFW,FL1033,cc3
18467-2508200900--32695-1-10968-2508201311,C$620,5143,2025-08-20 9:00,2025-08-20 9:55,1,Delta,Delta,False,0.381271,2025-08-20,9:00:00,2025-08-20,9:55:00,1.92,YYZ,ORD,FL5143,cc3
18467-2508200900--32695-1-10968-2508201311,C$620,3132,2025-08-20 10:45,2025-08-20 13:11,1,Delta,Delta,False,0.381271,2025-08-20,10:45:00,2025-08-20,13:11:00,2.43,ORD,DFW,FL3132,cc3
18467-2508200700--32695-1-10968-2508201150,C$867,5141,2025-08-20 7:00,2025-08-20 7:55,1,Delta,Delta,False,0.318836,2025-08-20,7:00:00,2025-08-20,7:55:00,1.92,YYZ,ORD,FL5141,cc3
18467-2508200700--32695-1-10968-2508201150,C$867,5186,2025-08-20 9:18,2025-08-20 11:50,1,Delta,Endeavor Air,False,0.318836,2025-08-20,9:18:00,2025-08-20,11:50:00,2.53,ORD,DFW,FL5186,cc3
18467-2508200815--32695-1-10968-2508201311,C$867,503,2025-08-20 8:15,2025-08-20 9:09,1,Delta,Delta,False,0.321003,2025-08-20,8:15:00,2025-08-20,9:09:00,1.9,YYZ,ORD,FL503,cc3
18467-2508200815--32695-1-10968-2508201311,C$867,3132,2025-08-20 10:45,2025-08-20 13:11,1,Delta,Delta,False,0.321003,2025-08-20,10:45:00,2025-08-20,13:11:00,2.43,ORD,DFW,FL3132,cc3
18467-2508201000--32695-1-10968-2508201519,C$867,8903,2025-08-20 10:00,2025-08-20 10:53,1,Delta,Delta,False,0.314054,2025-08-20,10:00:00,2025-08-20,10:53:00,1.88,YYZ,ORD,FL8903,cc3
18467-2508201000--32695-1-10968-2508201519,C$867,4854,2025-08-20 12:45,2025-08-20 15:19,1,Delta,Delta,False,0.314054,2025-08-20,12:45:00,2025-08-20,15:19:00,2.57,ORD,DFW,FL4854,cc3
18467-2508201640--31722-0-10968-2508201902,C$599,8156,2025-08-20 16:40,2025-08-20 19:02,0,Delta,Delta,False,0.999,2025-08-20,16:40:00,2025-08-20,19:02:00,3.37,YYZ,DFW,FL8156,cc4
18467-2508200820--31722-0-10968-2508201042,C$599,8169,2025-08-20 8:20,2025-08-20 10:42,0,Delta,Endeavor Air,False,0.830777,2025-08-20,8:20:00,2025-08-20,10:42:00,3.37,YYZ,DFW,FL8169,cc4
18467-2508202000--31722-0-10968-2508202222,C$599,8130,2025-08-20 20:00,2025-08-20 22:22,0,Delta,Delta,False,0.634445,2025-08-20,20:00:00,2025-08-20,22:22:00,3.37,YYZ,DFW,FL8130,cc4
18467-2508201130--32573-1-10968-2508201711,C$582,3604,2025-08-20 11:30,2025-08-20 12:25,1,Delta,Endeavor Air,False,0.51338,2025-08-20,11:30:00,2025-08-20,12:25:00,1.92,YYZ,ORD,FL3604,cc4
18467-2508201130--32573-1-10968-2508201711,C$582,2257,2025-08-20 14:46,2025-08-20 17:11,1,Delta,Delta,False,0.51338,2025-08-20,14:46:00,2025-08-20,17:11:00,2.42,ORD,DFW,FL2257,cc4
18467-2508210839--32573-0-10968-2508211054,C$431,1169,2025-08-21 8:39,2025-08-21 10:54,0,Air Canada,Air Canada,False,0.805123,2025-08-21,8:39:00,2025-08-21,10:54:00,3.25,YYZ,DFW,FL1169,cc1
18467-2508211445--32573-0-10968-2508211705,C$431,1993,2025-08-21 14:45,2025-08-21 17:05,0,Air Canada,Air Canada,False,0.999,2025-08-21,14:45:00,2025-08-21,17:05:00,3.33,YYZ,DFW,FL1993,cc1
18467-2508211845--32573-0-10968-2508212105,C$431,1111,2025-08-21 18:45,2025-08-21 21:05,0,American Airlines,American Airlines,False,0.668729,2025-08-21,18:45:00,2025-08-21,21:05:00,3.33,YYZ,DFW,FL1111,cc1
18467-2508210600--32385-1-10968-2508211015,C$440,2662,2025-08-21 6:00,2025-08-21 8:20,1,American Airlines,American Airlines,False,0.405561,2025-08-21,6:00:00,2025-08-21,8:20:00,2.33,YYZ,ATL,FL2662,cc1
18467-2508210600--32385-1-10968-2508211015,C$440,961,2025-08-21 9:00,2025-08-21 10:15,1,American Airlines,American Airlines,False,0.405561,2025-08-21,9:00:00,2025-08-21,10:15:00,2.25,ATL,DFW,FL961,cc1
18467-2508210745--32385-1-10968-2508211215,C$440,2988,2025-08-21 7:45,2025-08-21 10:00,1,Air Canada,United,False,0.412164,2025-08-21,7:45:00,2025-08-21,10:00:00,2.25,YYZ,ATL,FL2988,cc1
18467-2508210745--32385-1-10968-2508211215,C$440,414,2025-08-21 11:00,2025-08-21 12:15,1,Air Canada,United,False,0.412164,2025-08-21,11:00:00,2025-08-21,12:15:00,2.25,ATL,DFW,FL414,cc1
18467-2508210745--32385-1-10968-2508211215,C$440,414,2025-08-21 11:00,2025-08-21 12:15,1,Air Canada,United,False,0.412164,2025-08-21,11:00:00,2025-08-21,12:15:00,2.25,YYZ,YUL,FL414,cc1
18467-2508211320--32385-1-10968-2508211833,C$440,2710,2025-08-21 13:20,2025-08-21 15:37,1,Air Canada,United,False,0.416947,2025-08-21,13:20:00,2025-08-21,15:37:00,2.28,YYZ,ATL,FL2710,cc1
18467-2508211320--32385-1-10968-2508211833,C$440,436,2025-08-21 17:15,2025-08-21 18:33,1,Air Canada,United,False,0.416947,2025-08-21,17:15:00,2025-08-21,18:33:00,2.3,ATL,DFW,FL436,cc1
18467-2508210600--32385-1-10968-2508211015,C$608,2662,2025-08-21 6:00,2025-08-21 8:20,1,Air Canada,Jazz Aviation,False,0.692613,2025-08-21,6:00:00,2025-08-21,8:20:00,2.33,YYZ,ATL,FL2662,cc2
18467-2508210600--32385-1-10968-2508211015,C$608,961,2025-08-21 9:00,2025-08-21 10:15,1,Air Canada,United,False,0.692613,2025-08-21,9:00:00,2025-08-21,10:15:00,2.25,ATL,DFW,FL961,cc2
18467-2508211320--32385-1-10910-2508211749,C$608,2710,2025-08-21 13:20,2025-08-21 15:37,1,Air Canada,Jazz Aviation,False,0.999,2025-08-21,13:20:00,2025-08-21,15:37:00,2.28,YYZ,ATL,FL2710,cc2
18467-2508210745--32385-1-10968-2508211215,C$608,2988,2025-08-21 7:45,2025-08-21 10:00,1,Air Canada,United,False,0.833948,2025-08-21,7:45:00,2025-08-21,10:00:00,2.25,YYZ,ATL,FL2988,cc2
18467-2508210745--32385-1-10968-2508211215,C$608,414,2025-08-21 11:00,2025-08-21 12:15,1,Air Canada,Jazz Aviation,False,0.833948,2025-08-21,11:00:00,2025-08-21,12:15:00,2.25,ATL,DFW,FL414,cc2
18467-2508210745--32385-1-10968-2508211215,C$608,414,2025-08-21 11:00,2025-08-21 12:15,1,Air Canada,Jazz Aviation,False,0.833948,2025-08-21,11:00:00,2025-08-21,12:15:00,2.25,YYZ,YUL,FL414,cc2
18467-2508211855--32385-1-10910-2508212338,C$608,2714,2025-08-21 18:55,2025-08-21 21:16,1,Air Canada,United,False,0.57945,2025-08-21,18:55:00,2025-08-21,21:16:00,2.35,YYZ,ATL,FL2714,cc2
18467-2508211710--32385-1-10968-2508212211,C$645,1053,2025-08-21 17:10,2025-08-21 19:27,1,United,Air Canada,False,0.518353,2025-08-21,17:10:00,2025-08-21,19:27:00,2.28,YYZ,ATL,FL1053,cc2
18467-2508211710--32385-1-10968-2508212211,C$645,31,2025-08-21 20:55,2025-08-21 22:11,1,United,Air Canada,False,0.518353,2025-08-21,20:55:00,2025-08-21,22:11:00,2.27,ATL,DFW,FL31,cc2
18467-2508211855--32385-1-10968-2508220001,C$608,2714,2025-08-21 18:55,2025-08-21 21:16,1,Delta,Delta,False,0.563945,2025-08-21,18:55:00,2025-08-21,21:16:00,2.35,YYZ,ATL,FL2714,cc2
18467-2508211855--32385-1-10968-2508220001,C$608,818,2025-08-21 22:45,2025-08-22 0:01,1,Delta,Delta,False,0.563945,2025-08-21,22:45:00,2025-08-22,0:01:00,2.27,ATL,DFW,FL818,cc2
18467-2508211320--32385-1-10968-2508211833,C$608,2710,2025-08-21 13:20,2025-08-21 15:37,1,Delta,Delta,False,0.576455,2025-08-21,13:20:00,2025-08-21,15:37:00,2.28,YYZ,ATL,FL2710,cc2
18467-2508211320--32385-1-10968-2508211833,C$608,436,2025-08-21 17:15,2025-08-21 18:33,1,Delta,Delta,False,0.576455,2025-08-21,17:15:00,2025-08-21,18:33:00,2.3,ATL,DFW,FL436,cc2
18467-2508211130--32385-1-10968-2508211647,C$645,2835,2025-08-21 11:30,2025-08-21 13:44,1,Delta,Delta,False,0.535642,2025-08-21,11:30:00,2025-08-21,13:44:00,2.23,YYZ,ATL,FL2835,cc2
18467-2508211130--32385-1-10968-2508211647,C$645,374,2025-08-21 15:30,2025-08-21 16:47,1,Delta,Delta,False,0.535642,2025-08-21,15:30:00,2025-08-21,16:47:00,2.28,ATL,DFW,FL374,cc2
18467-2508210839--32573-0-10968-2508211054,C$560,1169,2025-08-21 8:39,2025-08-21 10:54,0,American Airlines,PSA Airlines AS American Eagle,False,0.795639,2025-08-21,8:39:00,2025-08-21,10:54:00,3.25,YYZ,DFW,FL1169,cc3
18467-2508211445--32573-0-10968-2508211705,C$560,1993,2025-08-21 14:45,2025-08-21 17:05,0,American Airlines,American Airlines,False,0.999,2025-08-21,14:45:00,2025-08-21,17:05:00,3.33,YYZ,DFW,FL1993,cc3
18467-2508211845--32573-0-10968-2508212105,C$560,1111,2025-08-21 18:45,2025-08-21 21:05,0,American Airlines,Piedmont Airlines,False,0.650221,2025-08-21,18:45:00,2025-08-21,21:05:00,3.33,YYZ,DFW,FL1111,cc3
18467-2508210820--32695-0-10968-2508211042,C$598,1031,2025-08-21 8:20,2025-08-21 10:42,0,American Airlines,American Airlines,False,0.44749,2025-08-21,8:20:00,2025-08-21,10:42:00,3.37,YYZ,DFW,FL1031,cc3
18467-2508212000--32695-0-10968-2508212222,C$598,1033,2025-08-21 20:00,2025-08-21 22:22,0,American Airlines,PSA Airlines AS American Eagle,False,0.429099,2025-08-21,20:00:00,2025-08-21,22:22:00,3.37,YYZ,DFW,FL1033,cc3
18467-2508211640--32695-0-10968-2508211902,C$846,1029,2025-08-21 16:40,2025-08-21 19:02,0,American Airlines,American Airlines,False,0.362679,2025-08-21,16:40:00,2025-08-21,19:02:00,3.37,YYZ,DFW,FL1029,cc3
18467-2508210700--32695-1-10968-2508211150,C$620,5141,2025-08-21 7:00,2025-08-21 7:55,1,American Airlines,PSA Airlines AS American Eagle,False,0.390767,2025-08-21,7:00:00,2025-08-21,7:55:00,1.92,YYZ,ORD,FL5141,cc3
18467-2508210700--32695-1-10968-2508211150,C$620,5186,2025-08-21 9:18,2025-08-21 11:50,1,American Airlines,American Airlines,False,0.390767,2025-08-21,9:18:00,2025-08-21,11:50:00,2.53,ORD,DFW,FL5186,cc3
18467-2508211000--32695-1-10968-2508211519,C$699,8903,2025-08-21 10:00,2025-08-21 10:53,1,American Airlines,Piedmont Airlines,False,0.36458,2025-08-21,10:00:00,2025-08-21,10:53:00,1.88,YYZ,ORD,FL8903,cc3
18467-2508211000--32695-1-10968-2508211519,C$699,4854,2025-08-21 12:45,2025-08-21 15:19,1,American Airlines,American Airlines,False,0.36458,2025-08-21,12:45:00,2025-08-21,15:19:00,2.57,ORD,DFW,FL4854,cc3
18467-2508211300--32695-1-10968-2508211826,C$620,5588,2025-08-21 13:00,2025-08-21 14:03,1,American Airlines,American Airlines,False,0.384177,2025-08-21,13:00:00,2025-08-21,14:03:00,2.05,YYZ,ORD,FL5588,cc3
18467-2508211300--32695-1-10968-2508211826,C$620,4235,2025-08-21 15:52,2025-08-21 18:26,1,American Airlines,American Airlines,False,0.384177,2025-08-21,15:52:00,2025-08-21,18:26:00,2.57,ORD,DFW,FL4235,cc3
18467-2508210900--32695-1-10968-2508211519,C$620,5143,2025-08-21 9:00,2025-08-21 9:55,1,American Airlines,American Airlines,False,0.397167,2025-08-21,9:00:00,2025-08-21,9:55:00,1.92,YYZ,ORD,FL5143,cc3
18467-2508210900--32695-1-10968-2508211519,C$620,4854,2025-08-21 12:45,2025-08-21 15:19,1,Delta,Delta,False,0.397167,2025-08-21,12:45:00,2025-08-21,15:19:00,2.57,ORD,DFW,FL4854,cc3
18467-2508210820--31722-0-10968-2508211042,C$599,8169,2025-08-21 8:20,2025-08-21 10:42,0,Delta,Delta,False,0.999,2025-08-21,8:20:00,2025-08-21,10:42:00,3.37,YYZ,DFW,FL8169,cc4
18467-2508212000--31722-0-10968-2508212222,C$599,8130,2025-08-21 20:00,2025-08-21 22:22,0,Delta,Delta,False,0.821458,2025-08-21,20:00:00,2025-08-21,22:22:00,3.37,YYZ,DFW,FL8130,cc4
18467-2508211640--31722-0-10968-2508211902,C$846,8156,2025-08-21 16:40,2025-08-21 19:02,0,Delta,Delta,False,0.462241,2025-08-21,16:40:00,2025-08-21,19:02:00,3.37,YYZ,DFW,FL8156,cc4
18467-2508211100--31722-1-10968-2508211519,C$620,3499,2025-08-21 11:00,2025-08-21 11:59,1,Delta,Endeavor Air,False,0.40743,2025-08-21,11:00:00,2025-08-21,11:59:00,1.98,YYZ,ORD,FL3499,cc4
18467-2508211100--31722-1-10968-2508211519,C$620,2290,2025-08-21 12:45,2025-08-21 15:19,1,Delta,Delta,False,0.40743,2025-08-21,12:45:00,2025-08-21,15:19:00,2.57,ORD,DFW,FL2290,cc4
18467-2508210700--31722-1-10968-2508211150,C$620,490,2025-08-21 7:00,2025-08-21 7:55,1,American Airlines,Republic Airline,False,0.379948,2025-08-21,7:00:00,2025-08-21,7:55:00,1.92,YYZ,ORD,FL490,cc4
18467-2508210700--31722-1-10968-2508211150,C$620,1297,2025-08-21 9:18,2025-08-21 11:50,1,American Airlines,American Airlines,False,0.379948,2025-08-21,9:18:00,2025-08-21,11:50:00,2.53,ORD,DFW,FL1297,cc4
18467-2508210900--31722-1-10968-2508211519,C$620,1538,2025-08-21 9:00,2025-08-21 9:55,1,American Airlines,Republic Airline,False,0.37446,2025-08-21,9:00:00,2025-08-21,9:55:00,1.92,YYZ,ORD,FL1538,cc4
18467-2508210900--31722-1-10968-2508211519,C$620,2290,2025-08-21 12:45,2025-08-21 15:19,1,American Airlines,American Airlines,False,0.37446,2025-08-21,12:45:00,2025-08-21,15:19:00,2.57,ORD,DFW,FL2290,cc4
18467-2508220839--32573-0-10968-2508221054,C$431,1169,2025-08-22 8:39,2025-08-22 10:54,0,Delta,Endeavor Air,False,0.782444,2025-08-22,8:39:00,2025-08-22,10:54:00,3.25,YYZ,DFW,FL1169,cc1
18467-2508221445--32573-0-10968-2508221705,C$431,1993,2025-08-22 14:45,2025-08-22 17:05,0,Delta,Delta,False,0.999,2025-08-22,14:45:00,2025-08-22,17:05:00,3.33,YYZ,DFW,FL1993,cc1
18467-2508221845--32573-0-10968-2508222105,C$431,1111,2025-08-22 18:45,2025-08-22 21:05,0,Delta,Endeavor Air,False,0.629204,2025-08-22,18:45:00,2025-08-22,21:05:00,3.33,YYZ,DFW,FL1111,cc1
18467-2508221320--32573-1-10968-2508221900,C$453,4770,2025-08-22 13:20,2025-08-22 14:14,1,Delta,Delta,False,0.381652,2025-08-22,13:20:00,2025-08-22,14:14:00,1.9,YYZ,ORD,FL4770,cc1
18467-2508221320--32573-1-10968-2508221900,C$453,2346,2025-08-22 16:33,2025-08-22 19:00,1,Delta,Delta,False,0.381652,2025-08-22,16:33:00,2025-08-22,19:00:00,2.45,ORD,DFW,FL2346,cc1
18467-2508220630--32573-1-10968-2508221330,C$453,3524,2025-08-22 6:30,2025-08-22 7:25,1,Delta,Delta,False,0.382066,2025-08-22,6:30:00,2025-08-22,7:25:00,1.92,YYZ,ORD,FL3524,cc1
18467-2508220630--32573-1-10968-2508221330,C$453,481,2025-08-22 11:02,2025-08-22 13:30,1,Delta,Delta,False,0.382066,2025-08-22,11:02:00,2025-08-22,13:30:00,2.47,ORD,DFW,FL481,cc1
18467-2508220600--32385-1-10968-2508221015,C$608,2662,2025-08-22 6:00,2025-08-22 8:20,1,Delta,Delta,False,0.600031,2025-08-22,6:00:00,2025-08-22,8:20:00,2.33,YYZ,ATL,FL2662,cc2
18467-2508220600--32385-1-10968-2508221015,C$608,961,2025-08-22 9:00,2025-08-22 10:15,1,Delta,Delta,False,0.600031,2025-08-22,9:00:00,2025-08-22,10:15:00,2.25,ATL,DFW,FL961,cc2
18467-2508221320--32385-1-10910-2508221749,C$608,2710,2025-08-22 13:20,2025-08-22 15:37,1,Delta,Delta,False,0.849639,2025-08-22,13:20:00,2025-08-22,15:37:00,2.28,YYZ,ATL,FL2710,cc2
18467-2508220745--32385-1-10968-2508221215,C$608,2988,2025-08-22 7:45,2025-08-22 10:00,1,Delta,Endeavor Air,False,0.588967,2025-08-22,7:45:00,2025-08-22,10:00:00,2.25,YYZ,ATL,FL2988,cc2
18467-2508220745--32385-1-10968-2508221215,C$608,414,2025-08-22 11:00,2025-08-22 12:15,1,Delta,Delta,False,0.588967,2025-08-22,11:00:00,2025-08-22,12:15:00,2.25,ATL,DFW,FL414,cc2
18467-2508220745--32385-1-10968-2508221215,C$608,414,2025-08-22 11:00,2025-08-22 12:15,1,Delta,Delta,False,0.588967,2025-08-22,11:00:00,2025-08-22,12:15:00,2.25,YYZ,YUL,FL414,cc2
18467-2508221855--32385-1-10910-2508222338,C$608,2714,2025-08-22 18:55,2025-08-22 21:16,1,Delta,Delta,False,0.577718,2025-08-22,18:55:00,2025-08-22,21:16:00,2.35,YYZ,ATL,FL2714,cc2
18467-2508221710--32385-1-10968-2508222211,C$608,1053,2025-08-22 17:10,2025-08-22 19:27,1,Delta,Delta,False,0.558928,2025-08-22,17:10:00,2025-08-22,19:27:00,2.28,YYZ,ATL,FL1053,cc2
18467-2508221710--32385-1-10968-2508222211,C$608,31,2025-08-22 20:55,2025-08-22 22:11,1,Delta,Delta,False,0.558928,2025-08-22,20:55:00,2025-08-22,22:11:00,2.27,ATL,DFW,FL31,cc2
18467-2508221855--32385-1-10968-2508230001,C$608,2714,2025-08-22 18:55,2025-08-22 21:16,1,Delta,Delta,False,0.55867,2025-08-22,18:55:00,2025-08-22,21:16:00,2.35,YYZ,ATL,FL2714,cc2
