Name,IATA Code,ICAO Code,Country,City,City Code,Latitude,Longitude,Timezone,Departures
Saline County Regional Airport,,KSUZ,US,Bryant,LIT,34.58769,-92.48283,America/Chicago,
Salisbury-Ocean City-Wicomico Regional Airport,SBY,KSBY,US,Salisbury,SBY,38.3404,-75.5102,America/New_York,840.0
Sallisaw Municipal Airport,,KJSV,US,Sallisaw,FSM,35.43825,-94.80459,America/Chicago,
"SALT LAKE CITY AWP,UT.",,KZAS,US,,,40.783333,111.966667,Asia/Shanghai,
Salt Lake City International Airport,SLC,KSLC,US,Salt Lake City,SLC,40.78688,-111.98203,America/Denver,52078.0
Salton Sea Airport,SAS,KSAS,US,Salton City,,33.242,-115.9501,America/Los_Angeles,
Samoa Field,,,US,Eureka,EKA,40.78032,-124.21143,America/Los_Angeles,
Sampson County Airport,CTZ,KCTZ,US,Clinton,,34.98017,-78.36306,America/New_York,
Samuels Field,BRY,KBRY,US,Bardstown,EKX,37.81432,-85.49964,America/New_York,
San Antonio International Airport,SAT,KSAT,US,San Antonio,SAT,29.53384,-98.47002,America/Chicago,12399.0
San Bernardino International Airport,SBD,KSBD,US,San Bernardino,SBD,34.09529,-117.23532,America/Los_Angeles,
San Carlos Apache Airport,GLB,,US,Globe,,33.35477,-110.66852,America/Phoenix,
San Carlos Airport,SQL,KSQL,US,San Carlos,SQL,37.51077,-122.25052,America/Los_Angeles,
"San Clemente Island, San Clemente Island NALF",,KNUC,US,,,33.02333,-118.58694,America/Los_Angeles,
San Diego International Airport,SAN,KSAN,US,San Diego,SAN,32.73235,-117.19744,America/Los_Angeles,26982.0
San Francisco International Airport,SFO,KSFO,US,San Francisco,SFO,37.61882,-122.3758,America/Los_Angeles,84231.0
San Juan Uganik Seaplane Base,UGI,,US,San Juan,UGI,57.73037,-153.32142,America/Anchorage,
San Luis Obispo County Airport,SBP,KSBP,US,San Luis Obispo,CSL,35.23756,-120.64147,America/Los_Angeles,2480.0
San Luis Valley Regional Airport,ALS,KALS,US,Alamosa,ALS,37.43473,-105.86724,America/Denver,
San Marcos Municipal Airport,,KHYI,US,,,29.88785,-97.86304,America/Chicago,
San Nicholas Island,,KNSI,US,San Nicolas Island,,33.23472,-119.45278,America/Los_Angeles,
San Rafael Airport,SRF,,US,San Rafael,SRF,38.0158,-122.52245,America/Los_Angeles,
San Rafel Heliport,JSG,,US,San Rafael,SRF,37.94631,-122.48803,America/Los_Angeles,
Sand Point Airport,SDP,PASD,US,Sand Point,SDP,55.31448,-160.52226,America/Anchorage,
Sanderson Field,SHN,KSHN,US,Shelton,OLM,47.23343,-123.14737,America/Los_Angeles,
Sandpoint Airport,,KSZT,US,Sandpoint,,48.29659,-116.56269,America/Los_Angeles,
"Sanford, Sanford-Lee County Regional Airport",,KTTA,US,Raleigh,RDU,35.5825,-79.10139,America/New_York,
Sanford Seacoast Regional Airport,SFM,KSFM,US,Sanford,SFM,43.40054,-70.71047,America/New_York,
Santa Barbara Municipal Airport,SBA,KSBA,US,Santa Barbara,SBA,34.42611,-119.84125,America/Los_Angeles,2522.0
Santa Cruz Island Airport,SZN,KSZN,US,Santa Cruz Island,,34.06007,-119.915229,America/Los_Angeles,
Santa Fe Municipal Airport,SAF,KSAF,US,Santa Fe,SAF,35.61698,-106.08919,America/Denver,
Santa Maria Airport,SMX,KSMX,US,Santa Maria,SMX,34.89887,-120.45822,America/Los_Angeles,13.0
Santa Monica Municipal Airport,SMO,KSMO,US,Santa Monica,SMO,34.01557,-118.45202,America/Los_Angeles,
Santa Paula Airport,SZP,KSZP,US,Santa Paula,SZP,34.34818,-119.05878,America/Los_Angeles,
Santa Rosa Naval Outlying Field Airport,,KNGS,US,Milton,,30.6108,-86.940002,America/Chicago,
Santa Rosa Route 66 Airport,,KSXU,US,,,34.93442,-104.64307,America/Denver,
Santa Ynez Airport,SQA,KIZA,US,Santa Ynez,SQA,34.60665,-120.07653,America/Los_Angeles,
Santee Cooper Regional Airport,,KMNI,US,Manning,SSC,33.58849,-80.20706,America/New_York,
Sarasota / Bradenton International Airport,SRQ,KSRQ,US,Sarasota/Bradenton,SRQ,27.39544,-82.55439,America/New_York,5769.0
Saufley Field Naval Outlying Field,NUN,KNUN,US,Pensacola,PNS,30.46598,-87.3415,America/Chicago,
Sault Ste Marie Municipal Airport,SSM,KANJ,US,Sault Ste Marie,,46.47805,-84.36672,America/Detroit,
Savannah Hardin County Airport,,KSNH,US,Savannah,,35.1703987122,-88.2158966064,America/Chicago,
Savannah International Airport,SAV,KSAV,US,Savannah,SAV,32.12758,-81.20214,America/New_York,8184.0
Savoonga Airport,SVA,PASA,US,Savoonga,SVA,63.68639,-170.4925,America/Nome,
Sawyer County Airport,HYR,KHYR,US,Hayward,HYR,46.02838,-91.44441,America/Chicago,
Sawyer International Airport,MQT,KSAW,US,Gwinn,MQT,46.35361,-87.39528,America/Detroit,
Scammon Bay Airport,SCM,PACM,US,Scammon Bay,SCM,61.84467,-165.57998,America/Nome,
Scappoose Industrial Airpark,,KSPB,US,Scappoose,,45.77234,-122.86233,America/Los_Angeles,
Schaumburg Regional Airport,,,US,Schaumburg,JMH,41.99004,-88.10169,America/Chicago,
Schenck Field Airport,ICL,KICL,US,Clarinda,,40.72264,-95.02791,America/Chicago,
Schenectady County Airport,SCH,KSCH,US,Schenectady,SCH,42.85182,-73.92068,America/New_York,
Scholes Field,GLS,KGLS,US,Galveston,GLS,29.26552,-94.86048,America/Chicago,
Schoolcraft County Airport,ISQ,KISQ,US,Manistique,,45.97005,-86.17396,America/Detroit,
Schuylkill County /Joe Zerbey/ Airport,,KZER,US,Pottsville,,40.70866,-76.36646,America/New_York,
Scott City Municipal Airport,,KTQK,US,Scott City,,38.47805,-100.88694,America/Chicago,
Scott Municipal Airport,,KSCX,US,Oneida,,36.45516,-84.58841,America/New_York,
Scotts Seaplane Base,,KCDD,US,,,48.26629,-92.48349,America/Chicago,
Scottsdale Airport,SCF,KSDL,US,Scottsdale,PHX,33.62282,-111.91098,America/Phoenix,
Scribner State Airport,SCB,KSCB,US,Scribner,FET,41.61199,-96.62357,America/Chicago,
Seal Bay Seaplane Base,SYB,,US,Seal Bay,SYB,58.35973,-152.25497,America/Anchorage,
Searcy Municipal Airport,SRC,KSRC,US,Searcy,SRC,35.21175,-91.73708,America/Chicago,
Searle Airport,OGA,KOGA,US,Ogallala,,41.11944,-101.76934,America/Denver,
Seattle-Tacoma International Airport,SEA,KSEA,US,Seattle,SEA,47.44899,-122.30929,America/Los_Angeles,85392.0
Sebring Regional Airport,SEF,KSEF,US,Sebring,,27.45759,-81.34519,America/New_York,
Sedalia Memorial Airport,DMO,KDMO,US,Sedalia,DMO,38.70418,-93.18354,America/Chicago,
Sedona Airport,SDX,KSEZ,US,Sedona,SDX,34.84863,-111.78904,America/Phoenix,
Selawik Airport,WLK,PASK,US,Selawik,WLK,66.60111,-159.99194,America/Anchorage,
Seldovia Airport,SOV,PASO,US,Seldovia,SOV,59.44222,-151.70389,America/Anchorage,
"Seldovia, Seldovia Airport",,KSOV,US,,,59.44667,-151.70444,America/Anchorage,
Selfridge Air National Guard Base,MTC,KMTC,US,Mount Clemens,MTC,42.60833,-82.8355,America/Detroit,
Selfs Airport,MMS,KMMS,US,Marks,,34.23307,-90.2898,America/Chicago,
"Seminole, Seminole Municipal Airport",,KSRE,US,Seminole,SNL,35.27444,-96.675,America/Chicago,
Sequim Valley Airport,SQV,,US,Sequim,,48.09871,-123.18695,America/Los_Angeles,
Seven Lakes Airport,,,US,Jackson,,33.3246,-83.916298,America/New_York,
Seward Municipal Airport,,KSWT,US,Seward,,40.8638,-97.10655,America/Chicago,
Seward Airport,SWD,PAWD,US,Seward,,60.134,-149.42268,America/Anchorage,
Seymour-Johnson Air Force Base,GSB,KGSB,US,Goldsboro,GSB,35.33938,-77.96059,America/New_York,
SFS Airpark,,,US,Oak Harbor,ODW,48.03588,-122.77362,America/Los_Angeles,
Shafter / Kern County Airport,MIT,KMIT,US,Shafter,BFL,35.50411,-119.19188,America/Los_Angeles,
Shageluk Airport,SHX,PAHX,US,Shageluk,SHX,62.68747,-159.56682,America/Anchorage,
Shaktoolik Airport,SKK,PFSH,US,Shaktoolik,SKK,64.36623,-161.21579,America/Anchorage,
Shalz Field,CBK,KCBK,US,Colby,CBK,39.42639,-101.05066,America/Chicago,
Shannon Airport,,KEZF,US,Fredericksburg,,38.26624,-77.44887,America/New_York,
Sharp County Regional Airport,CKK,KCVK,US,Ash Flat,,36.26781,-91.55987,America/Chicago,
Sharpe Field,TGE,,US,Auburn,AUO,32.49413,-85.77871,America/Chicago,
Shaw Air Force Base,SSC,KSSC,US,Sumter,SSC,33.97272,-80.47056,America/New_York,
Shawano Municipal Airport,,KEZS,US,Shawano,GRB,44.79041,-88.56557,America/Chicago,
Shawnee Regional Airport,SNL,KSNL,US,Shawnee,SNL,35.35668,-96.94048,America/Chicago,
Sheboygan County Memorial Airport,SBM,KSBM,US,Sheboygan,SBM,43.76944,-87.85148,America/Chicago,
Sheep Mountain Airport,SMU,PASP,US,Sheep Mountain,,61.81194,-147.50667,America/Anchorage,
Shelby Community Airport,,,US,Mansfield,MFD,40.87691,-82.69776,America/New_York,
Shelby County Airport,,KEET,US,Alabaster,,33.17817,-86.7836,America/Chicago,
Shelby Airport,SBX,KSBX,US,Shelby,,48.54075,-111.86638,America/Denver,
Shelby Municipal Airport,,KEHO,US,,,35.25513,-81.60148,America/New_York,
Shelbyville Municipal Airport,,KGEZ,US,Shelbyville,GFD,39.57738,-85.80003,America/Indiana/Indianapolis,
Shelbyville Municipal Airport,SYI,KSYI,US,Shelbyville,SYI,35.56168,-86.44477,America/Chicago,
Sheldon Regional Airport,,KSHL,US,Sheldon,,43.208401,-95.833396,America/Chicago,
Shell Lake Municipal Airport,,KSSQ,US,Shell Lake,,45.73025,-91.91703,America/Chicago,
Shelter Cove Airport,,,US,,,40.02541,-124.06985,America/Los_Angeles,
Shenandoah Municipal Airport,,KSDA,US,Shenandoah,,40.75171,-95.40673,America/Chicago,
Shenandoah Valley Regional Airport,SHD,KSHD,US,Weyers Cave,SHD,38.26292,-78.90202,America/New_York,
Sheppard Air Force Base,,KSHP,US,Wichita Falls,SPS,33.96667,-98.48333,America/Chicago,
Sheppard Air Force Base/Wichita Falls Municipal Airport,SPS,KSPS,US,Wichita Falls,SPS,33.9744,-98.50271,America/Chicago,373.0
Sher-Wood Airport,PWD,KPWD,US,Plentywood,,48.78842,-104.5255,America/Denver,
Sheridan County Airport,SHR,KSHR,US,Sheridan,SHR,44.77397,-106.97128,America/Denver,318.0
Sherman Army Airfield,FLV,KFLV,US,Fort Leavenworth,MKC,39.36912,-94.91729,America/Chicago,
Sherman Municipal Airport,,KSWI,US,Sherman,PNX,33.62725,-96.58606,America/Chicago,
Shishmaref Airport,SHH,PASH,US,Shishmaref,SHH,66.25306,-166.07927,America/Nome,
Shively Field Airport,SAA,KSAA,US,Saratoga,SAA,41.44686,-106.81777,America/Denver,
Shoshone County Airport,,,US,,,47.54714,-116.18933,America/Los_Angeles,
Show Low Municipal Airport,SOW,KSOW,US,Show Low,SOW,34.26532,-110.00511,America/Phoenix,
Shreveport Downtown Airport,DTN,KDTN,US,Shreveport,SHV,32.53987,-93.74462,America/Chicago,
Shreveport Regional Airport,SHV,KSHV,US,Shreveport,SHV,32.45416,-93.82912,America/Chicago,2640.0
Shungnak Airport,SHG,PAGH,US,Shungnak,SHG,66.88497,-157.15409,America/Anchorage,
Sibley Municipal Airport,,KISB,US,Sibley,,43.37123,-95.76076,America/Chicago,
Sidney Municipal Airport,SNY,KSNY,US,Sidney,SNY,41.1011,-102.98576,America/Denver,
Sidney Municipal Airport,,,US,Springfield,SGH,40.23643,-84.15308,America/New_York,
Sidney Municipal Airport,SXY,,US,Sidney,BGM,42.30382,-75.41565,America/New_York,
Sidney-Richland Municipal Airport,SDY,KSDY,US,Sidney,SDY,47.70668,-104.19272,America/Denver,
Sierra Blanca Regional Airport,RUI,KSRR,US,Alto,,33.46286,-105.5347,America/Denver,
Sierra Vista Municipal Libby Army Air Field,FHU,KFHU,US,Fort Huachuca / Sierra Vista,FHU,31.5885,-110.344,America/Phoenix,
Sikeston Memorial Municipal Airport,SIK,KSIK,US,Sikeston,,36.8957,-89.56349,America/Chicago,
Sikorsky Heliport,,KJSD,US,Stratford,HVN,41.24926,-73.09622,America/New_York,
Silver Bay Municipal Airport,,KBFW,US,,,47.24881,-91.41572,America/Chicago,
Silver City Airport,SVC,KSVC,US,Silver City,SVC,32.63647,-108.15643,America/Denver,
Silver Springs Airport,SPZ,KSPZ,US,Silver Springs,RNO,39.40493,-119.2486,America/Los_Angeles,
Silverhill Naval Outlying Landing Field,,KNQB,US,Daphne,,30.563601,-87.8097,America/Chicago,
Simmons Army Airfield,FBG,KFBG,US,Fort Bragg,FBG,35.13202,-78.93531,America/New_York,
Sioux Center Municipal Airport,,KSOY,US,,,43.13334,-96.18749,America/Chicago,
Sioux County Regional Airport,,KSXK,US,Maurice,,42.9858275,-96.1614,America/Chicago,
Sioux Gateway Airport/Col. Bud Day Field,SUX,KSUX,US,Sioux City,SUX,42.403,-96.37992,America/Chicago,372.0
Siskiyou County Airport,SIY,KSIY,US,Montague,SIY,41.78125,-122.46919,America/Los_Angeles,
Sisseton Municipal Airport,,,US,,,45.66817,-96.99512,America/Chicago,
Site 8 NOLF,,KNPI,US,Pensacola,,30.5430555556,-87.3680555556,America/Chicago,
Sitka Rocky Gutierrez Airport,SIT,PASI,US,Sitka,SIT,57.04718,-135.36163,America/Sitka,1560.0
Situk Airport,,,US,,,59.55583,-139.51262,America/Yakutat,
Skagway Airport,SGY,PAGY,US,Skagway,SGY,59.46038,-135.31663,America/Juneau,374.0
"Skagway, Skagway Airport",,PASG,US,,,59.45528,-136.32306,America/Juneau,
Skelton Airport,,PAZK,US,,,61.93694,-147.16861,America/Anchorage,
Skwentna Airport,SKW,PASW,US,Skwentna,,61.96528,-151.19111,America/Anchorage,
Sky Harbor Airport,,KDYT,US,Duluth,DLH,46.72161,-92.04352,America/Chicago,
Sky Haven Airport,,,US,,,46.62904,-97.61792,America/Chicago,
Sky Park Airport,BTF,KBTF,US,Bountiful,BTF,40.86783,-111.92845,America/Denver,
Skyhaven Airport,,KDAW,US,Rochester,PSM,43.28397,-70.92867,America/New_York,
Skyhaven Airport,,KRCM,US,Warrensburg,DMO,38.78555,-93.80112,America/Chicago,
Skykomish State Airport,,,US,,,47.71111,-121.33861,America/Los_Angeles,
Skylark Field Airport,ILE,KILE,US,Killeen,ILE,31.08333,-97.68333,America/Chicago,
Skyway Estates Airport,,,US,Lansing,LAN,42.58334,-84.64914,America/Detroit,
Slana Airport,,PADT,US,,,62.7,-143.98333,America/Anchorage,
Slayton Municipal Airport,NSL,KDVP,US,Slayton,,43.98608,-95.78279,America/Chicago,
Sleetmute Airport,SLQ,PASL,US,Sleetmute,SLQ,61.70917,-157.15556,America/Anchorage,
Slidell Airport,,KASD,US,Slidell,,30.34492,-89.82062,America/Chicago,
Sloulin Field International Airport,ISN,KISN,US,Williston,ISN,48.17669,-103.63853,America/Chicago,
Smith Field,SLG,KSLG,US,Siloam Springs,ROG,36.19036,-94.49077,America/Chicago,
Smith Field,SMD,KSMD,US,Fort Wayne,FWA,41.1407,-85.15262,America/Indiana/Indianapolis,
Smith Reynolds Airport,INT,KINT,US,Winston Salem,INT,36.13635,-80.22817,America/New_York,
Smyrna Airport,MQY,KMQY,US,Smyrna,MQY,36.01144,-86.51227,America/Chicago,
Snohomish County Airport (Paine Field),PAE,KPAE,US,Everett,PAE,47.90763,-122.28159,America/Los_Angeles,2233.0
Socorro Municipal Airport,ONM,KONM,US,Socorro,,34.02247,-106.90314,America/Denver,
Soldotna Airport,SXQ,PASX,US,Soldotna,,60.47614,-151.03244,America/Anchorage,
Solomon State Field,SOL,,US,Solomon,,64.561,-164.44474,America/Nome,
Solon Springs Municipal Airport,,KOLG,US,Solon Springs,,46.31834,-91.81391,America/Chicago,
Somerset Airport,,KSMQ,US,Somerville,LDJ,40.62594,-74.6696,America/New_York,
Sonoma County Airport,STS,KSTS,US,Santa Rosa,STS,38.5088,-122.81388,America/Los_Angeles,
Sonora Municipal Airport,,KSOA,US,Sonora,,30.58574,-100.64871,America/Chicago,
Sossamon Field Airport,,,US,,,35.42699,-83.46018,America/New_York,
South Bend International Airport,SBN,KSBN,US,South Bend,SBN,41.70118,-86.31224,America/Indiana/Indianapolis,2659.0
South Big Horn County Airport,GEY,KGEY,US,Greybull,,44.51662,-108.08344,America/Denver,
South Haven Area Regional Airport,,KLWA,US,South Haven,,42.35087,-86.25614,America/Detroit,
South Jersey Regional Airport,LLY,KVAY,US,Lumberton,TTN,39.94383,-74.84213,America/New_York,
South Lewis County Airport,TDO,KTDO,US,Toledo,,46.47733,-122.80706,America/Los_Angeles,
South Naknek Airport,WSN,PFWS,US,South Naknek,WSN,58.70424,-157.00655,America/Anchorage,
South St Paul Municipal Airport-Richard E Fleming Field,,KSGS,US,South St Paul,MSP,44.85713,-93.03285,America/Chicago,
South Texas Regional Airport at Hondo,,KHDO,US,Hondo,,29.35677,-99.1691,America/Chicago,
South Valley Regional Airport,,,US,Salt Lake City,SLC,40.61944,-111.99278,America/Denver,
Southern California Logistics Airport,VCV,KVCV,US,Victorville,VCV,34.58696,-117.37444,America/Los_Angeles,
Southern Illinois Airport,MDH,KMDH,US,Murphysboro,MDH,37.77718,-89.25181,America/Chicago,
Southern Seaplane Airport,BCS,,US,Belle Chasse,MSY,29.86604,-90.02229,America/Chicago,
Southern West Virginia Regional Airport,,KEBD,US,Varney,,37.6818,-82.1221,America/New_York,
Southern Wisconsin Regional Airport,JVL,KJVL,US,Janesville,JVL,42.61525,-89.04142,America/Chicago,
Southfork Airport,,,US,Marquette,MQT,46.47447,-87.35257,America/Detroit,
Southland Field,,KUXL,US,Sulphur,LCH,30.13187,-93.37472,America/Chicago,
Southwest Florida International Airport,RSW,KRSW,US,Ft Myers,FMY,26.53731,-81.75997,America/New_York,14980.0
Southwest Georgia Regional Airport,ABY,KABY,US,Albany,ABY,31.53545,-84.19435,America/New_York,
Southwest Michigan Regional Airport,BEH,KBEH,US,Benton Harbor,BEH,42.12837,-86.42836,America/Detroit,
Southwest Oregon Regional Airport,OTH,KOTH,US,North Bend,OTH,43.41706,-124.24373,America/Los_Angeles,187.0
Southwest Washington Regional Airport,KLS,KKLS,US,Kelso,KLS,46.118,-122.89839,America/Los_Angeles,
Space Coast Regional Airport,TIX,KTIX,US,Titusville,TIX,28.51101,-80.80058,America/New_York,
Sparrevohn LRRS Airport,SVW,PASV,US,Sparrevohn,SVW,61.09722,-155.57417,America/Anchorage,
Sparta Community Airport-Hunter Field,SAR,KSAR,US,Sparta,,38.14618,-89.7009,America/Chicago,
Sparta-Fort McCoy Airport,CMY,KCMY,US,Sparta,LSE,43.9583,-90.73791,America/Chicago,
Spartanburg Downtown Memorial Airport,SPA,KSPA,US,Spartanburg,SPA,34.91813,-81.95796,America/New_York,
Spence Airport,MUL,KMUL,US,Moultrie,,31.14044,-83.70884,America/New_York,
Spencer Airport,,,US,Worcester,ORH,42.28956,-71.96551,America/New_York,
Spencer Municipal Airport,SPW,KSPW,US,Spencer,,43.16441,-95.20194,America/Chicago,
Spencer Naval Outlying Field,,KNRQ,US,Crestview,CEW,30.62517,-87.13867,America/Chicago,
Spirit Lake Municipal Airport,RTL,,US,Okoboji,,43.38336,-95.13918,America/Chicago,
Spirit of St Louis Airport,SUS,KSUS,US,St Louis,STL,38.66192,-90.64866,America/Chicago,
Spokane International Airport,GEG,KGEG,US,Spokane,GEG,47.61986,-117.53384,America/Los_Angeles,8100.0
Springdale Municipal Airport,SPZ,KASG,US,Springdale,SPZ,36.17619,-94.11909,America/Chicago,
Springerville Municipal Airport,,KJTC,US,,,34.13113,-109.30816,America/Phoenix,
Springfield-Beckley Municipal Airport,SGH,KSGH,US,Springfield,SGH,39.84312,-83.84362,America/New_York,
Springfield-Branson National Airport,SGF,KSGF,US,Springfield,SGF,37.24421,-93.38686,America/Chicago,4621.0
Springhill Airport,,KSPH,US,Springhill,,32.98849,-93.4115,America/Chicago,
"St. Charles, St. Charles County Smartt Airport",,KSET,US,Alton,ALN,38.93056,-90.4325,America/Chicago,
St Clair County International Airport,PHN,KPHN,US,Port Huron,,42.91022,-82.52598,America/Detroit,
St Clair County Airport,PLR,KPLR,US,Pell City,ANB,33.55649,-86.2491,America/Chicago,
St. Cloud Regional Airport,STC,KSTC,US,St Cloud,STC,45.54639,-94.05972,America/Chicago,25.0
St. George Airport,STG,PAPB,US,St George,STG,56.57766,-169.66302,America/Adak,
"St. James, St. James Municipal Airport",,KJYG,US,St James,MKT,43.98639,-94.55806,America/Chicago,
St. Landry Parish Airport,OPL,KOPL,US,Opelousas,,30.52686,-91.97623,America/Chicago,
St Mary's County Regional Airport,LTW,,US,California,,38.3142,-76.55094,America/New_York,
St. Mary's Airport,KSM,PASM,US,St Mary's,KSM,62.05877,-163.29765,America/Nome,
St Marys Municipal Airport,STQ,KOYM,US,St Marys,,41.41248,-78.50332,America/New_York,
St. Michael,,,US,St. Michael,,63.5505,-162.203694,America/Anchorage,
St. Michael Airport,SMK,PAMK,US,St Michael,SMK,63.4902,-162.1101,America/Nome,
St. Paul Downtown Airport,STP,KSTP,US,Saint Paul,STP,44.93441,-93.05994,America/Chicago,
"St. Paul Island, St. Paul Island Airport",,KSNP,US,,,57.15583,-170.22083,America/Adak,
St. Petersburg-Clearwater International Airport,PIE,KPIE,US,St Petersburg-Clearwater,PIE,27.91017,-82.68739,America/New_York,820.0
St. Tammany Regional Airport,,,US,,,30.44564,-89.98804,America/Chicago,
Stambaugh Airport,,,US,,,46.07835,-88.63539,America/Menominee,
Stan Stamper Municipal Airport,HUJ,KHHW,US,Hugo,HUJ,34.03247,-95.53971,America/Chicago,
Stanley Airport,,,US,,,44.20852,-114.93453,America/Boise,
Stanly County Airport,,KVUJ,US,Albemarle,SRW,35.41191,-80.15235,America/New_York,
Stanton County Municipal Airport,,KJHN,US,,,37.5833,-101.73381,America/Chicago,
Stanton Airfield,SYN,KSYN,US,Dennison,,44.47374,-93.01563,America/Chicago,
Staples Municipal Airport,,KSAZ,US,Staples,,46.38088,-94.8066,America/Chicago,
Starke County Airport,,KOXI,US,Knox,,41.32853,-86.66009,America/Indiana/Knox,
Statesboro-Bulloch County Airport,TBR,KTBR,US,Statesboro,TBR,32.48012,-81.74046,America/New_York,
"Statesboro, Statesboro-Bulloch County Airport",TBR,KTBR,US,Statesboro,TBR,32.48306,-81.73722,America/New_York,
Statesville Regional Airport,SVH,KSVH,US,Statesville,SVH,35.76697,-80.94938,America/New_York,
Steamboat Bay Seaplane Base,WSB,,US,Steamboat Bay,,55.53495,-133.63523,America/Metlakatla,
Steamboat Springs-Bob Adams Field Stolport,SBS,KSBS,US,Steamboat Springs,SBS,40.51581,-106.86644,America/Denver,
Stebbins Airport,WBB,,US,Stebbins,WBB,63.5149,-162.28568,America/Nome,
Steel Pier Heliport,JSL,,US,Atlantic City,ACY,39.35647,-74.41818,America/New_York,
Stellar Airpark,,,US,Scottsdale,SCF,33.29837,-111.91688,America/Phoenix,
Stennis International Airport,,KHSA,US,Bay St Louis,GPT,30.37103,-89.4545,America/Chicago,
Stephens County Airport,BKD,KBKD,US,Breckenridge,,32.72014,-98.89279,America/Chicago,
Stephenville Clark Regional Airport,SEP,KSEP,US,Stephenville,,32.21792,-98.18107,America/Chicago,
Sterling Airport,,,US,Marlborough,MXG,42.42567,-71.79406,America/New_York,
Sterling Municipal Airport,STK,KSTK,US,Sterling,STK,40.61506,-103.26627,America/Denver,
Stevens Field,PGO,KPSO,US,Pagosa Springs,,37.28892,-107.05715,America/Denver,
Stevens Point Municipal Airport,STE,KSTE,US,Stevens Point,STE,44.54393,-89.53613,America/Chicago,
Stevens Village Airport,SVS,,US,Stevens Village,SVS,66.0146,-149.05983,America/Anchorage,
Stewart International Airport,SWF,KSWF,US,Newburgh,SWF,41.49874,-74.10045,America/New_York,226.0
Stigler Regional Airport,,KGZL,US,,,35.28852,-95.0955,America/Chicago,
Stillwater Regional Airport,SWO,KSWO,US,Stillwater,SWO,36.16122,-97.08569,America/Chicago,
Stinson Municipal Airport,SSF,KSSF,US,San Antonio,SAT,29.33863,-98.46833,America/Chicago,
Stockton Metropolitan Airport,SCK,KSCK,US,Stockton,SCK,37.89381,-121.23911,America/Los_Angeles,55.0
Stony River 2 Airport,SRV,,US,Stony River,SRV,61.78725,-156.58997,America/Anchorage,
Storm Lake Municipal Airport,SLB,KSLB,US,Storm Lake,,42.60171,-95.24112,America/Chicago,
Strother Field Airport,WLD,KWLD,US,Winfield / Arkansas City,,37.16731,-97.03358,America/Chicago,
Stroud Municipal Airport,SUD,KSUD,US,Stroud,,35.78674,-96.66219,America/Chicago,
Stroudsburg-Pocono Airport,ESP,,US,,,41.03525,-75.15734,America/New_York,
Stuart Island Airpark,SSW,,US,Friday Harbor,SSW,48.67367,-123.17674,America/Los_Angeles,
Stuart Powell Field,,KDVK,US,Danville,,37.57792,-84.76969,America/New_York,
Sturgis Municipal Airport,,KTWT,US,Sturgis,,37.54227,-87.9503,America/Chicago,
Stuttgart Municipal Airport,SGT,KSGT,US,Stuttgart,,34.60037,-91.57457,America/Chicago,
Suburban Airport,GBO,,US,Baltimore,BWI,39.07705,-76.82747,America/New_York,
Suffolk Executive Airport,,KSFQ,US,Suffolk,NTU,36.67967,-76.60391,America/New_York,
Sullivan County International Airport,MSV,KMSV,US,Monticello,,41.70149,-74.79967,America/New_York,
Sullivan County Airport,SIV,KSIV,US,Sullivan,,39.11405,-87.44727,America/Indiana/Indianapolis,
Sullivan Regional Airport,,KUUV,US,Sullivan,,38.233501,-91.164299,America/Chicago,
Sulphur Springs Municipal Airport,SLR,KSLR,US,Sulphur Springs,SLR,33.15984,-95.62135,America/Chicago,
Summerdale Naval Outlying Field,,KNFD,US,Summerdale,PNS,30.50754,-87.64616,America/Chicago,
Summersville Airport,,KSXL,US,Mount Lookout,,38.23284,-80.86829,America/New_York,
Summerville Airport,,KDYB,US,Summerville,,33.0634,-80.279297,America/New_York,
Summit Airport,,KEVY,US,Middletown,,39.52356,-75.71906,America/New_York,
Summit Airport,UMM,PAST,US,Cantwell,,63.33596,-149.11485,America/Anchorage,
Sumner County Regional Airport,,,US,Nashville,BNA,36.37716,-86.41066,America/Chicago,
Sumter Airport,SUM,KSMS,US,Sumter,SSC,33.99221,-80.36227,America/New_York,
Sundance Airpark,,KHSD,US,Oklahoma City,OKC,35.60142,-97.70767,America/Chicago,
Sunriver Airport,SUO,,US,Sunriver,SUO,43.8758,-121.45408,America/Los_Angeles,
Survival Flight Heliport,,,US,Ann Arbor,ARB,42.28393,-83.72772,America/Detroit,
Susanville Municipal Airport,SVE,KSVE,US,Susanville,,40.37656,-120.57384,America/Los_Angeles,
Sussex County Airport,GED,KGED,US,Georgetown,GED,38.689,-75.3588,America/New_York,
Sussex Airport,,KFWN,US,Sussex,,41.20032,-74.62378,America/New_York,
"Swansboro, Bogue Field, Marine Corps Auxiliary Landing Field",,KNJM,US,Jacksonville,OAJ,34.69278,-77.02944,America/New_York,
Swinton Smith Field at Reidsville Municipal Airport,,KRVJ,US,Reidsville,LIY,32.06071,-82.15106,America/New_York,
Sylvester Airport,SYV,KSYV,US,Sylvester,ABY,31.55582,-83.89308,America/New_York,
Syracuse-Hamilton County Municipal Airport,,,US,,,37.9931,-101.74677,America/Denver,
Syracuse Hancock International Airport,SYR,KSYR,US,Syracuse,SYR,43.11119,-76.10631,America/New_York,7596.0
Tacoma Narrows Airport,TIW,KTIW,US,Tacoma,TIW,47.26788,-122.57791,America/Los_Angeles,
